ZTSJ6537120: 48.682.994/3446-75<->74.191.138/6225-74
MSJJ2613880: 8827Kg (58%)
TXEZ5117877: 9137Kg (58%)
NDAU6857657: 7963Kg (58%)
GCSZ3579768: 8373Kg (58%)
ZFEU0934843: 10890Kg (58%)
XMLJ0870667: 6848Kg (58%)
LOYU7229118: 8368Kg (58%)
RCBZ7617881: 7927Kg (58%)
HKEJ9446454: 9053Kg (58%)
TCBU6946456: 8847Kg (58%)
CMSU2478085: 8733Kg (58%)
VJHU2478059: 7841Kg (58%)
KDBU3999895: 8632Kg (58%)
JYTJ4503445: 9329Kg (58%)
DXGZ7453974: 7250Kg (58%)
LVKU8372153: 10321Kg (58%)
NRQZ7358534: 10583Kg (58%)
QQFU3068339: 10505Kg (58%)
ZTAU7784438: 6050Kg (58%)
RNBZ7833174: 8377Kg (58%)
TLHU0304773: 8383Kg (58%)
UBIJ2876286: 8532Kg (58%)
CHJZ4403545: 6739Kg (58%)
AKGJ1997385: 6468Kg (58%)
QVNU7752001: 8162Kg (58%)
DFWU4082568: 9228Kg (58%)
HPRJ2572659: 8886Kg (58%)
BKPU9872013: 6702Kg (58%)
QRAZ4744068: 10737Kg (58%)
JGNJ4585330: 8800Kg (58%)
SWZU3827890: 10698Kg (58%)
ZKBZ4858099: 10762Kg (58%)
LNIU6982190: 8789Kg (58%)
CAWU4788654: 6813Kg (58%)
ETYZ8517459: 10485Kg (58%)
HTKZ2458975: 6379Kg (58%)
YDTJ5868355: 8162Kg (58%)
IOYJ0414719: 7893Kg (58%)
LRSZ5033900: 10947Kg (58%)
XZKJ3732820: 7333Kg (58%)
CEVU0087458: 9954Kg (58%)
AUGZ2116801: 6289Kg (57%)
RBMJ5369460: 10356Kg (57%)
SVXJ6274230: 10710Kg (57%)
HEXJ4795682: 9596Kg (57%)
OGKJ4679980: 7601Kg (57%)
MPRZ4548752: 7089Kg (57%)
NUJU3704625: 9250Kg (57%)
JTZJ5661870: 10728Kg (57%)
HKOZ4761737: 9453Kg (57%)
ILCJ7857763: 6761Kg (57%)
KPFZ9703522: 10384Kg (57%)
EMLZ2670104: 7526Kg (57%)
TADU0544042: 9982Kg (57%)
TWCJ0637829: 5860Kg (57%)
HXGU0305610: 10500Kg (57%)
CBSJ5850996: 10557Kg (57%)
JIKJ0595814: 9948Kg (57%)
HMEZ1439332: 9019Kg (57%)
ZDEZ0864262: 6954Kg (57%)
PGKU3146510: 10103Kg (57%)
XKDJ6177656: 6876Kg (57%)
BQTZ9949420: 8643Kg (57%)
ILPZ0458822: 9037Kg (57%)
IMOZ6394515: 7874Kg (57%)
RQCU4695757: 8494Kg (57%)
LTVJ8384220: 8850Kg (57%)
ZFUU1997483: 7129Kg (57%)
GDSZ9817218: 10771Kg (57%)
ERMU6005224: 8836Kg (57%)
AXXJ8795404: 9266Kg (57%)
LRYJ4885388: 10003Kg (57%)
WDBZ0844923: 10139Kg (57%)
SFFU1839935: 10324Kg (57%)
RTVU7219242: 8911Kg (57%)
YHWZ8619926: 10498Kg (57%)
EQCJ3586998: 10863Kg (57%)
TVOJ5338172: 8021Kg (57%)
VIOZ8590687: 7818Kg (57%)
CVNZ9981989: 10667Kg (57%)
FQAU2485106: 8035Kg (57%)
QHIJ9298820: 9011Kg (57%)
HOWZ4209344: 7936Kg (57%)
UQAU6817901: 8262Kg (57%)
MJMU9317603: 8518Kg (57%)
UHYZ6866785: 9689Kg (57%)
LPTU9579686: 9933Kg (57%)
TAVJ0514465: 6813Kg (57%)
TNNU3494549: 7835Kg (57%)
KBGU5175471: 9319Kg (57%)
QFCZ9551015: 10126Kg (56%)
TPAJ3051164: 7714Kg (56%)
WMAU0345108: 8562Kg (56%)
WUJJ6971078: 9229Kg (56%)
ZYUJ6961863: 9396Kg (56%)
RQCU6487651: 9434Kg (56%)
KSLZ5840890: 10224Kg (56%)
IATJ5265069: 9295Kg (56%)
HTNJ6757866: 9316Kg (56%)
TKRZ1131418: 10480Kg (56%)
FELU7989305: 8896Kg (56%)
GXWU7527987: 10614Kg (56%)
KDNU6998870: 6270Kg (56%)
VBJJ2449115: 8947Kg (56%)
DHFJ6824280: 7230Kg (56%)
SITU4547142: 10292Kg (56%)
KADJ7627813: 6369Kg (56%)
ETHU3915018: 5953Kg (56%)
NWAJ2287586: 7548Kg (56%)
CQGJ9632797: 10538Kg (56%)
UPCZ0868382: 10572Kg (56%)
MOOU0632646: 6744Kg (56%)
GXWZ9011647: 7590Kg (56%)
ZPQU0558313: 5927Kg (56%)
DDIJ3460274: 9961Kg (56%)
RTGU3036182: 8288Kg (56%)
EFTJ7477628: 7311Kg (56%)
FTIJ9455241: 9898Kg (56%)
ZPFZ4112828: 10162Kg (56%)
SZCJ2741161: 7652Kg (56%)
FDOU3038679: 10216Kg (56%)
HWFZ5850528: 10551Kg (56%)
EVFJ4347467: 10650Kg (56%)
EOBU6791333: 8942Kg (56%)
JOCU5594962: 6569Kg (56%)
TVBU0154485: 9926Kg (56%)
QFOU6154523: 7333Kg (56%)
FGGJ2184373: 8793Kg (56%)
OYAJ4567495: 7480Kg (56%)
GADU5977642: 9087Kg (56%)
OVFJ8547612: 9638Kg (56%)
FAUU2024042: 9138Kg (56%)
UENU1300600: 6221Kg (56%)
FQAJ4610510: 7543Kg (56%)
QZAJ6819358: 8476Kg (56%)
SWHJ5076573: 8094Kg (56%)
YQXZ6144140: 9709Kg (56%)
IIOU4171701: 7788Kg (56%)
IQQZ9171748: 8933Kg (56%)
XWLZ8814203: 5901Kg (55%)
GWZJ3568307: 5524Kg (55%)
YESU7067252: 9154Kg (55%)
OUGJ9344938: 8186Kg (55%)
KXVZ7957051: 6128Kg (55%)
BQAU0582373: 10699Kg (55%)
NDYZ1500198: 5490Kg (55%)
NNFZ8193148: 5903Kg (55%)
NJCJ2296771: 9261Kg (55%)
CDSJ4762202: 9499Kg (55%)
ZIQZ4747362: 9796Kg (55%)
WGZU1023123: 8338Kg (55%)
DYQJ3695066: 8172Kg (55%)
QYYJ9933753: 8063Kg (55%)
VAKU5594116: 10568Kg (55%)
IFXJ7315550: 10191Kg (55%)
TQOU8612501: 8914Kg (55%)
XLPZ6039506: 8674Kg (55%)
QUZU9550759: 10308Kg (55%)
TLFU8945989: 9465Kg (55%)
SGIZ2105543: 7781Kg (55%)
ZBIU1552333: 9482Kg (55%)
OLHZ9695757: 10176Kg (55%)
VPQU8075290: 10211Kg (55%)
HNDU5336572: 7978Kg (55%)
KLZZ9455147: 8269Kg (55%)
SNSJ1177710: 6975Kg (55%)
RNAU1251159: 6940Kg (55%)
YBXZ2939002: 7190Kg (55%)
VQKZ1288389: 7359Kg (55%)
HVKJ6831189: 5792Kg (55%)
KFLU2194885: 7867Kg (55%)
BZCZ8890751: 10275Kg (55%)
RQWU6476727: 10433Kg (55%)
LQXZ7408744: 6520Kg (55%)
MUMJ9496435: 9424Kg (55%)
GUBZ3641856: 6775Kg (55%)
PFDZ0905003: 10131Kg (55%)
PFWU4943999: 9959Kg (55%)
CAAZ4547557: 9997Kg (55%)
HSCJ1202266: 10211Kg (55%)
LNLZ7743951: 9306Kg (55%)
KUSU8370449: 7402Kg (55%)
VDAJ2072479: 7228Kg (55%)
LGXJ3915493: 7817Kg (55%)
DMPJ8272299: 6442Kg (55%)
TAMJ4321177: 5712Kg (55%)
JZIU6679757: 10263Kg (55%)
UKTZ0853783: 5850Kg (54%)
OCGZ5636898: 10341Kg (54%)
BBXZ1480952: 7472Kg (54%)
CZKJ2157111: 9270Kg (54%)
RTGU7668726: 5745Kg (54%)
KMLZ1137484: 9377Kg (54%)
SGOZ6164227: 9985Kg (54%)
PYNJ4964693: 8055Kg (54%)
SWLZ8684214: 6185Kg (54%)
UBBZ8715407: 10053Kg (54%)
IMCU5373237: 8196Kg (54%)
AKDU2718266: 6397Kg (54%)
EZSJ5653072: 8065Kg (54%)
IOHZ5220048: 7114Kg (54%)
KIIU6006996: 7361Kg (54%)
YFTJ9208119: 6467Kg (54%)
EPFZ4004396: 9134Kg (54%)
EWNU3796098: 8106Kg (54%)
REDU3246746: 8229Kg (54%)
UJLZ0320101: 6009Kg (54%)
IJTU7477743: 10171Kg (54%)
BYIJ5019306: 6280Kg (54%)
KQEJ7583686: 10463Kg (54%)
EWTZ4809160: 7761Kg (54%)
OIUZ4970857: 10476Kg (54%)
JISZ0937221: 10438Kg (54%)
SDGZ9108861: 10290Kg (54%)
OGCZ5504941: 7343Kg (54%)
VOGZ2784633: 6846Kg (54%)
OGCJ9880564: 9450Kg (54%)
REEU2754912: 9928Kg (54%)
DCQJ5832112: 8190Kg (54%)
XWLU0601877: 8986Kg (54%)
RJSJ9222458: 5454Kg (54%)
ABXJ3373257: 8314Kg (54%)
OBKJ2777623: 9420Kg (54%)
HDLU6653699: 9019Kg (54%)
FVRU9963708: 9858Kg (54%)
CCYJ9471430: 5519Kg (54%)
SDQZ9824378: 5476Kg (54%)
OPTJ2130271: 8751Kg (54%)
LVZJ4192308: 9902Kg (54%)
OLGU7526440: 9040Kg (54%)
NCDZ5157311: 8336Kg (54%)
DZUU9042086: 7094Kg (54%)
ALHZ2006064: 5502Kg (54%)
SMSU5454142: 9705Kg (54%)
KOSU7202163: 9092Kg (54%)
VDKZ2372964: 6185Kg (54%)
GMNJ2349278: 8635Kg (54%)
TTJJ4935501: 9181Kg (54%)
MTFJ8152766: 6781Kg (53%)
JXLJ5028787: 6698Kg (53%)
RHMU2330992: 9392Kg (53%)
RALU3400575: 6928Kg (53%)
TMUU3476057: 9123Kg (53%)
DBUZ9906530: 9910Kg (53%)
GZVZ0688147: 9491Kg (53%)
UJHU8977211: 9229Kg (53%)
QECZ0955056: 8381Kg (53%)
SYLJ8380757: 9968Kg (53%)
QPDJ6200107: 5677Kg (53%)
HWNU9043198: 9962Kg (53%)
IQWJ8959070: 9773Kg (53%)
OFWZ7045702: 8585Kg (53%)
EBQJ0628454: 9519Kg (53%)
PVMJ1213271: 7796Kg (53%)
LMYJ5638333: 7684Kg (53%)
XYCZ6478827: 8941Kg (53%)
ZGIJ4250079: 6287Kg (53%)
XNWZ9210999: 8870Kg (53%)
RMYZ1768693: 8108Kg (53%)
UHPU4134752: 8125Kg (53%)
FSNU9686634: 9313Kg (53%)
ZFMU1971483: 5751Kg (53%)
XAHZ3056552: 9230Kg (53%)
VKJJ7163328: 8069Kg (53%)
UGPZ4026154: 8833Kg (53%)
FVGU4950690: 8468Kg (53%)
PVXZ8428356: 6053Kg (53%)
TSIJ1755872: 7432Kg (53%)
BIMU2669754: 9805Kg (53%)
VSGU9558869: 6634Kg (53%)
TQZJ8234754: 8502Kg (53%)
PTRZ7729274: 5649Kg (53%)
KJSZ5366018: 7879Kg (53%)
ZTMZ1006257: 5561Kg (53%)
NBHU9912760: 7284Kg (53%)
IULJ6971175: 6063Kg (53%)
RPGU1120218: 10335Kg (53%)
IEZZ3854289: 10276Kg (53%)
TYXU6750096: 9512Kg (53%)
JIFZ3086570: 7948Kg (53%)
RYSU7583259: 7313Kg (53%)
SLZU1003616: 8545Kg (53%)
WVHZ9309640: 5712Kg (53%)
XBTU1652174: 8773Kg (53%)
EPPU4943131: 7473Kg (53%)
QRDZ8328786: 6542Kg (53%)
HHPJ2639044: 9704Kg (53%)
FQMJ2105043: 9328Kg (53%)
PUGJ3097580: 8548Kg (53%)
WNHU7636175: 8674Kg (53%)
QMHU1689328: 9203Kg (53%)
WHOZ8757016: 6878Kg (53%)
NEPJ8745278: 9414Kg (53%)
MRRZ0652802: 7645Kg (53%)
PDWJ0810027: 6807Kg (53%)
YBFJ5390148: 10290Kg (53%)
TIIZ4171170: 5440Kg (53%)
TGGU8357768: 8991Kg (53%)
TIRZ2789049: 8688Kg (53%)
GUYJ5816610: 10415Kg (53%)
EUFZ5042323: 8166Kg (52%)
OVIJ8819060: 9781Kg (52%)
LHIU6693486: 9351Kg (52%)
PNHZ3907659: 6471Kg (52%)
TADZ2361539: 9638Kg (52%)
XPHJ6291574: 9476Kg (52%)
CULJ2073329: 8178Kg (52%)
MYCZ5088645: 7337Kg (52%)
BUJZ5998352: 8555Kg (52%)
ACJJ0548370: 7084Kg (52%)
QOGJ9246108: 8973Kg (52%)
OHLJ0399644: 10181Kg (52%)
VSBU9582289: 7390Kg (52%)
EJEJ7358593: 9318Kg (52%)
OXEU9961493: 7694Kg (52%)
ATTJ9642900: 7358Kg (52%)
MFUU8130461: 9249Kg (52%)
VOQJ6839565: 8887Kg (52%)
XWGU7241882: 9181Kg (52%)
LVPJ3024135: 5804Kg (52%)
EJSU8781735: 6488Kg (52%)
MDDZ6279891: 7110Kg (52%)
DLYU8565481: 6250Kg (52%)
YGAZ5669813: 9069Kg (52%)
FINJ0216843: 6303Kg (52%)
BBQJ0862208: 8842Kg (52%)
OZYJ1412414: 7534Kg (52%)
ODSJ8572720: 8481Kg (52%)
TWHU1144036: 5303Kg (52%)
UDMU9650712: 8074Kg (52%)
PTVJ5283917: 9387Kg (52%)
LENJ0036514: 6560Kg (52%)
TEBU2221679: 9540Kg (52%)
GBQU9750873: 8059Kg (52%)
JQGZ3251673: 9679Kg (52%)
NTXZ8128690: 10129Kg (52%)
FVGJ7446982: 6850Kg (52%)
ALEU0240667: 10195Kg (52%)
RNSJ7693911: 8956Kg (52%)
LADU9384138: 6110Kg (52%)
PDPJ2099748: 7182Kg (52%)
HCIJ6374066: 7443Kg (52%)
JYXJ8808791: 9272Kg (52%)
GSBU8053120: 9920Kg (52%)
EGWJ3340119: 8092Kg (52%)
CDDJ8925060: 7335Kg (52%)
UOFJ4305097: 9029Kg (52%)
UXJJ8549433: 7902Kg (52%)
DMHJ9822456: 9309Kg (52%)
IYSZ4439672: 8987Kg (52%)
XVPZ6502999: 9244Kg (52%)
FVQJ4369510: 7764Kg (52%)
PBHZ8354163: 8959Kg (52%)
IQFU2313644: 7912Kg (52%)
AXQZ3849320: 9750Kg (52%)
PJKZ8164124: 8941Kg (51%)
VXUZ9063001: 7520Kg (51%)
AOJJ4685514: 8533Kg (51%)
CNUZ7340143: 8885Kg (51%)
EHOU2180368: 8648Kg (51%)
VMNJ9630562: 9187Kg (51%)
HQUJ3330572: 9274Kg (51%)
XNLZ4975354: 5571Kg (51%)
JYLZ3786859: 5992Kg (51%)
ETOU9090491: 6190Kg (51%)
BWZU1612496: 9619Kg (51%)
CFMJ7761350: 7909Kg (51%)
KIQU3757293: 9025Kg (51%)
IHAZ6366740: 8412Kg (51%)
ICSJ4423642: 8552Kg (51%)
UCXJ9381650: 8872Kg (51%)
DHTU3911974: 6434Kg (51%)
WVTU0928794: 7618Kg (51%)
ANPJ2992721: 8629Kg (51%)
KDAJ7204611: 6439Kg (51%)
OPTU1762014: 5888Kg (51%)
YXTZ3623555: 7458Kg (51%)
TQIZ2600675: 7154Kg (51%)
DHEU4084093: 6261Kg (51%)
OZAU5734130: 6106Kg (51%)
ZJZZ9928184: 9525Kg (51%)
GJJU1296532: 6316Kg (51%)
PEXU1774953: 9049Kg (51%)
DDXZ9247614: 5606Kg (51%)
WCAU8209209: 8025Kg (51%)
DUPU1479450: 6423Kg (51%)
FRAJ0318490: 5476Kg (51%)
GGMU1601316: 8261Kg (51%)
YFWZ3476878: 5921Kg (51%)
NFFJ8626455: 9084Kg (51%)
OCEZ3006154: 5447Kg (51%)
THKJ7739603: 9117Kg (51%)
GQPU6261752: 8325Kg (51%)
BFKZ5907488: 9261Kg (51%)
DKLU4780508: 9360Kg (51%)
PZBJ0144134: 9678Kg (51%)
GWQJ5050084: 10043Kg (51%)
QZHZ2119166: 6857Kg (51%)
UFWZ4393269: 8617Kg (51%)
QOZZ4660041: 9163Kg (51%)
HOBZ8760117: 9474Kg (51%)
OCCU7352028: 9817Kg (51%)
DMGJ4448694: 8028Kg (51%)
LJZU8620685: 9435Kg (51%)
MQLJ9443146: 7801Kg (51%)
YUUJ8926801: 8945Kg (51%)
UXNU3477447: 9335Kg (51%)
EZAJ4919630: 9466Kg (51%)
QBGJ3879435: 5888Kg (51%)
SVEZ5444437: 9269Kg (51%)
PKJU3021154: 6417Kg (51%)
BPGU1820180: 6868Kg (51%)
UIOJ1231394: 9724Kg (51%)
YTGJ5535130: 7996Kg (50%)
XQYZ1507626: 8081Kg (50%)
OTQZ4306557: 6967Kg (50%)
ULYJ0409241: 6746Kg (50%)
BZVZ5497952: 9866Kg (50%)
CLYJ6495202: 9596Kg (50%)
YDTZ4822740: 8801Kg (50%)
NJUZ6955210: 5389Kg (50%)
WAWJ9395850: 7890Kg (50%)
JVJU4657142: 9810Kg (50%)
ZPXJ5219594: 9677Kg (50%)
GDUU9558285: 8722Kg (50%)
JBSZ1965769: 9430Kg (50%)
KEOU0334374: 9430Kg (50%)
QKXZ2960940: 8099Kg (50%)
VLNJ1305627: 8322Kg (50%)
PISU2280168: 8856Kg (50%)
BGNU6083624: 9986Kg (50%)
NJHJ1671066: 9489Kg (50%)
XMOU2093729: 9861Kg (50%)
ARLZ0398033: 9756Kg (50%)
CMPZ9752800: 8192Kg (50%)
UFLZ2768334: 9046Kg (50%)
BMMJ7855621: 5537Kg (50%)
SCEZ5949518: 6108Kg (50%)
TYJU9287781: 7461Kg (50%)
ORJU6082003: 8525Kg (50%)
WWZJ4765407: 6168Kg (50%)
EHUJ8146506: 9474Kg (50%)
QKUZ9537895: 7617Kg (50%)
GHMZ3434218: 6861Kg (50%)
HZOZ1057899: 5973Kg (50%)
KCXU7911706: 9920Kg (50%)
OBXJ7789348: 7614Kg (50%)
DYVU8414742: 9950Kg (50%)
KHOJ7213349: 5743Kg (50%)
CIAJ5585487: 7346Kg (50%)
TJTU8647870: 7655Kg (50%)
LXEZ9947788: 6973Kg (50%)
AHZZ1711195: 9583Kg (50%)
VLPJ9572287: 8495Kg (50%)
DTLU7392892: 9040Kg (50%)
BFEU2782383: 7007Kg (50%)
NWTJ7347650: 8895Kg (50%)
AHPZ3041517: 8795Kg (50%)
IZGJ4703210: 5472Kg (50%)
ONHJ2379664: 6709Kg (50%)
SVWZ1078855: 7846Kg (50%)
CGJU1548551: 5773Kg (50%)
LHWU6750106: 7920Kg (50%)
NLRU5333213: 8387Kg (49%)
EWEZ6625975: 8120Kg (49%)
WWPU4562854: 9057Kg (49%)
UGPZ4649233: 9277Kg (49%)
XFIJ4203868: 7048Kg (49%)
YLPU4603388: 8546Kg (49%)
VGMJ8552814: 6789Kg (49%)
BMUU8026935: 7811Kg (49%)
WTRU2900787: 6570Kg (49%)
WZOJ2374466: 8409Kg (49%)
DWRJ3284922: 5564Kg (49%)
ZQGJ4600076: 8247Kg (49%)
QTEZ8991713: 5896Kg (49%)
GGSJ7329412: 6085Kg (49%)
BYSU6573099: 9174Kg (49%)
QKDZ8769565: 9561Kg (49%)
KMKJ9540623: 9213Kg (49%)
RTHJ6476803: 8642Kg (49%)
LEVU9741970: 7270Kg (49%)
BOAU7967074: 9812Kg (49%)
QXGJ4859478: 5753Kg (49%)
FBUJ4899186: 7478Kg (49%)
LMKU4974756: 8470Kg (49%)
JIPJ2472059: 9508Kg (49%)
PUFU9188994: 8403Kg (49%)
WXTJ7253287: 9212Kg (49%)
MGTU0910635: 8736Kg (49%)
WDUJ1707281: 8827Kg (49%)
QUOU3405452: 5537Kg (49%)
IOHJ3998358: 6619Kg (49%)
DHSJ8902812: 8802Kg (49%)
CUVZ9179443: 8843Kg (49%)
ZHIJ2587235: 6968Kg (49%)
JKPJ9800213: 7753Kg (49%)
TJTU3716342: 8223Kg (49%)
WZBJ8365970: 9154Kg (49%)
VYSZ2593907: 7984Kg (49%)
FXJZ9474131: 6543Kg (49%)
TTQJ3349868: 7074Kg (49%)
ZDIU9376201: 8116Kg (49%)
EUXU6793252: 7269Kg (49%)
UYTZ5558162: 5285Kg (49%)
HVHJ2531171: 8260Kg (49%)
LPVJ2007253: 6438Kg (49%)
FCGZ7301104: 5518Kg (49%)
WAOJ8102317: 8623Kg (49%)
FNBZ2540252: 9490Kg (49%)
IHYU5804298: 9907Kg (49%)
KJTZ4589609: 9094Kg (49%)
ODHZ3685639: 9000Kg (49%)
XFLZ2712507: 8647Kg (49%)
XEWZ2673913: 8535Kg (49%)
AOFU7623889: 6780Kg (49%)
XYGU5512173: 5329Kg (49%)
ZZLU6096044: 8961Kg (49%)
XYFZ4900911: 8136Kg (49%)
VCEZ2602928: 8416Kg (49%)
UGSJ4240274: 5423Kg (49%)
PQBZ2556935: 6074Kg (49%)
NCQJ9118931: 5341Kg (48%)
NXKZ4500461: 8078Kg (48%)
FIYJ1743790: 7047Kg (48%)
QSAZ9861058: 7807Kg (48%)
TXZJ9974323: 7776Kg (48%)
VUPJ4568622: 5393Kg (48%)
EATZ6153696: 9212Kg (48%)
ULTZ4121382: 9227Kg (48%)
GEQZ2739041: 8498Kg (48%)
ZABZ7199901: 6765Kg (48%)
RSYJ5781095: 9360Kg (48%)
QIMU2322858: 9374Kg (48%)
LVNU5813644: 8397Kg (48%)
XFMU8731901: 9156Kg (48%)
FNPJ3441441: 7872Kg (48%)
PZBZ0167471: 9134Kg (48%)
MKGZ0862629: 5846Kg (48%)
EYXU5942433: 6187Kg (48%)
NZHJ6465547: 9234Kg (48%)
QDOZ9473153: 9402Kg (48%)
OMFZ8760984: 6781Kg (48%)
SLRU1578425: 8319Kg (48%)
CSSJ0879674: 8821Kg (48%)
JMYZ7749040: 6313Kg (48%)
LUJZ7911469: 9536Kg (48%)
CPEZ3587804: 6662Kg (48%)
ZCAJ4789754: 5719Kg (48%)
FGLJ7181227: 8579Kg (48%)
NBXU1635182: 5028Kg (48%)
JLXZ0284104: 9713Kg (48%)
JGXU6180144: 5473Kg (48%)
GNVU9794225: 5617Kg (48%)
PHSU4218489: 7609Kg (48%)
ODYJ0065802: 9648Kg (48%)
URZZ9108934: 8268Kg (48%)
RUOJ9564943: 7025Kg (48%)
DQQU8014690: 6875Kg (48%)
SJEJ1065455: 8806Kg (48%)
BFAZ7071923: 8257Kg (48%)
HVOJ8907268: 6101Kg (48%)
DTVZ9400286: 8686Kg (48%)
FVPJ3347518: 6148Kg (48%)
CIRU8943646: 8790Kg (48%)
PFOZ3266046: 8717Kg (48%)
ZUUU9789864: 7504Kg (48%)
MVYU7113913: 6552Kg (48%)
XZXJ7625335: 9608Kg (48%)
PVXU4148121: 8754Kg (48%)
HCNZ9923444: 9693Kg (48%)
OZZU9292147: 5366Kg (48%)
KCNU9441606: 7977Kg (48%)
ANCU4177367: 9203Kg (48%)
NBFU5106308: 7300Kg (48%)
DWDJ3167982: 8470Kg (48%)
DOOZ0834171: 9074Kg (48%)
PAYJ8530237: 6322Kg (48%)
FYAJ9870410: 8856Kg (48%)
CAFU6701865: 8465Kg (48%)
KTNZ6941498: 7996Kg (48%)
EQEU6311077: 5673Kg (48%)
OVMZ0871838: 9476Kg (48%)
YHNZ4590278: 5971Kg (48%)
KPQJ6157921: 9674Kg (48%)
WTAZ9915907: 7229Kg (48%)
HQPJ9639994: 5890Kg (48%)
VOLU0133896: 9321Kg (48%)
HLSJ8386790: 6883Kg (48%)
SBKZ7357440: 7945Kg (48%)
OMEJ3083816: 7778Kg (48%)
FHSU2529128: 4942Kg (48%)
IRKU9459772: 8834Kg (48%)
AELU1623912: 5821Kg (48%)
RPPU1871565: 7321Kg (48%)
ZAYU5088262: 9033Kg (48%)
JIQU2351475: 9652Kg (48%)
LGCJ3555954: 9338Kg (48%)
ZJBU4768832: 9447Kg (47%)
WZKJ5876126: 6771Kg (47%)
MGWU1794540: 6389Kg (47%)
IJXJ7371559: 7436Kg (47%)
ZEBZ4726185: 7954Kg (47%)
OSWJ7975295: 6563Kg (47%)
VMMJ5606105: 8902Kg (47%)
KEYZ0986122: 7429Kg (47%)
YKAZ2775779: 8758Kg (47%)
MIRZ2641116: 9024Kg (47%)
PSUJ0909693: 7725Kg (47%)
RARU8364843: 6230Kg (47%)
HLCJ4263506: 8003Kg (47%)
TPFU8770743: 7334Kg (47%)
DXVJ5685900: 5851Kg (47%)
NOFU1780585: 7331Kg (47%)
ZUQJ5623110: 6097Kg (47%)
MHFJ2681378: 7530Kg (47%)
LYJJ5068589: 8926Kg (47%)
MAAU3455344: 7856Kg (47%)
KNDZ2249281: 9017Kg (47%)
FYKJ3771158: 6407Kg (47%)
VMZZ9183692: 5647Kg (47%)
VYZU9845745: 6625Kg (47%)
WXNU2564670: 5677Kg (47%)
RZEU2119162: 6958Kg (47%)
LCMU9087473: 7003Kg (47%)
VNXU0431189: 7967Kg (47%)
USKU4340107: 7064Kg (47%)
YQRZ4114954: 5830Kg (47%)
QEIZ1852861: 5850Kg (47%)
KOEJ9974599: 8234Kg (47%)
ILIU1006415: 7252Kg (47%)
GYWJ7366356: 6877Kg (47%)
VJVU3316106: 6631Kg (47%)
SISJ8681699: 5509Kg (47%)
IVZZ8363485: 6687Kg (47%)
WISZ9545396: 7897Kg (47%)
IDFU7030969: 9318Kg (47%)
TJCZ3959350: 6193Kg (47%)
XIYU9539426: 8193Kg (47%)
YBSJ8245326: 6373Kg (47%)
OXOJ7042474: 4875Kg (47%)
CHCJ1653241: 6747Kg (47%)
FFSU5628568: 8157Kg (47%)
AIYU7722362: 4732Kg (47%)
IWCU1729146: 6311Kg (47%)
PZLZ7363625: 9314Kg (47%)
QQDU8649681: 6378Kg (47%)
QIYZ1239141: 6884Kg (47%)
NFLU5985994: 6479Kg (47%)
MFFZ9344309: 8746Kg (47%)
UZEZ2973734: 8201Kg (47%)
GSCZ4727475: 5772Kg (47%)
OMDZ8657746: 6905Kg (47%)
HMUZ0481168: 9596Kg (47%)
SIUU5633551: 6173Kg (47%)
FLBU6627352: 6536Kg (47%)
DGOU9776706: 7254Kg (47%)
IOTJ4222232: 8016Kg (47%)
UBNJ9024194: 6870Kg (47%)
QTVZ8968725: 6654Kg (47%)
BBOJ5903974: 7902Kg (47%)
UPWU8110019: 7152Kg (46%)
FWBJ4051396: 5849Kg (46%)
JXAU5347432: 6984Kg (46%)
EGTZ3872639: 8286Kg (46%)
WNFU0847267: 8894Kg (46%)
NMJU2143931: 7438Kg (46%)
DGMU0464367: 6730Kg (46%)
UYBJ0022368: 8845Kg (46%)
VOVU3818533: 8405Kg (46%)
YFZJ1963034: 4683Kg (46%)
HAUU7644059: 9265Kg (46%)
QRRZ0146828: 7636Kg (46%)
AJRZ6180438: 6670Kg (46%)
FSYZ5502303: 6800Kg (46%)
CELJ7565348: 6759Kg (46%)
RJIJ3361997: 6703Kg (46%)
FDQU4946378: 8055Kg (46%)
BEYU5593166: 7741Kg (46%)
MMBJ6209966: 9243Kg (46%)
KIKZ9363618: 7115Kg (46%)
LYWU2147029: 9125Kg (46%)
RXKZ1048040: 7152Kg (46%)
TABU1092407: 8716Kg (46%)
YCOJ7004030: 7786Kg (46%)
AJAJ9674334: 5119Kg (46%)
GDLJ0148544: 8713Kg (46%)
GJXJ4047082: 6764Kg (46%)
HVYZ8158190: 6009Kg (46%)
XKNJ0456291: 9357Kg (46%)
FFMU5678000: 9006Kg (46%)
IKHJ7436459: 7830Kg (46%)
QPQU2874961: 6592Kg (46%)
NNHU6070418: 6920Kg (46%)
ELYU7674973: 5478Kg (46%)
OVVU0999996: 6562Kg (46%)
RNDJ2242693: 4993Kg (46%)
PCCJ7211751: 5933Kg (46%)
GTZJ7655528: 6581Kg (46%)
CHZJ0711363: 5944Kg (46%)
ZEMU7455496: 5692Kg (46%)
IIBZ9010970: 9211Kg (46%)
BYWJ2777969: 5921Kg (46%)
HZIZ0068365: 8431Kg (46%)
MXXU4155407: 5033Kg (46%)
VEAJ2896546: 7686Kg (46%)
GHBJ6096087: 6750Kg (46%)
EFCZ7740986: 8312Kg (46%)
ZHIJ9990974: 8423Kg (46%)
UHQU5519990: 8604Kg (46%)
